1277145077640;1;4.0
1277145091921;1;6.0
1277145439093;1;7.0
1277145455140;1;10.0
1277145586453;1;12.0
1277145597515;1;16.0
1277209150593;1;18.0
1277209896250;1;19.0
1277210022046;1;20.0
1277210511734;43;22.0
1277211655359;43;23.0
1277219275109;43;24.0
1277223568031;43;26.0
